Scopus Source ID,Title,CiteScore,Subject code,Scopus Sub-Subject Area,Quartile,Top 10% (CiteScore Percentile),Print ISSN,E-ISSN,Science code
27567,Renewable and Sustainable Energy Reviews,12.21,2105,"Renewable Energy, Sustainability and the Environment",Quartile1,Top 10%,13640321,,21
12600154733,National Health Statistics Reports,12.06,2739,"Public Health, Environmental and Occupational Health",Quartile1,Top 10%,21648344,,27
29431,Quarterly Journal of Economics,12.02,2002,Economics and Econometrics,Quartile1,Top 10%,335533,15314650,20
19700170610,IEEE Transactions on Smart Grid,11.91,1700,General Computer Science,Quartile1,Top 10%,19493053,,17
17978,Neuron,11.87,2800,General Neuroscience,Quartile1,Top 10%,8966273,,28
24025,Progress in Neurobiology,11.32,2800,General Neuroscience,Quartile1,Top 10%,3010082,,28
16715,Annual Review of Phytopathology,11.24,1110,Plant Science,Quartile1,Top 10%,664286,,11
14204,Nucleic Acids Research,11.14,1311,Genetics,Quartile1,Top 10%,3051048,13624962,13
17600155130,NCHS data brief,10.88,2700,General Medicine,Quartile1,Top 10%,19414935,19414927,27
17915,Proceedings of the IEEE,10.79,2208,Electrical and Electronic Engineering,Quartile1,Top 10%,189219,,22
19614,Annual Review of Microbiology,10.66,2404,Microbiology,Quartile1,Top 10%,664227,15453251,24
19700176402,Cold Spring Harbor perspectives in biology,10.58,1300,"General Biochemistry, Genetics and Molecular Biology",Quartile1,Top 10%,19430264,,13
29488,Progress in Particle and Nuclear Physics,10.52,3106,Nuclear and High Energy Physics,Quartile1,Top 10%,1466410,,31
15870,Journal of Clinical Investigation,10.49,2700,General Medicine,Quartile1,Top 10%,219738,,27
19700177027,IEEE Transactions on Sustainable Energy,10.32,2105,"Renewable Energy, Sustainability and the Environment",Quartile1,Top 10%,19493029,,21
19939,Trends in Neurosciences,10.3,2800,General Neuroscience,Quartile1,Top 10%,1662236,,28
28366,Gut,10.3,2715,Gastroenterology,Quartile1,Top 10%,175749,14683288,27
16590,The Lancet,10.28,2700,General Medicine,Quartile1,Top 10%,1406736,1474547X,27
21706,Annual Review of Genetics,10.11,1311,Genetics,Quartile1,Top 10%,664197,15452948,13
12354,The Lancet Oncology,10.07,2730,Oncology,Quartile1,Top 10%,14702045,14745488,27
21100196101,Annual review of food science and technology,9.97,1106,Food Science,Quartile1,Top 10%,19411413,19411421,11
26927,International Reviews in Physical Chemistry,9.93,1606,Physical and Theoretical Chemistry,Quartile1,Top 10%,0144235X,1366591X,16
4900152301,Comprehensive Reviews in Food Science and Food Safety,9.78,1106,Food Science,Quartile1,Top 10%,15414337,,11
21100284918,Earth System Science Data,9.74,1900,General Earth and Planetary Sciences,Quartile1,Top 10%,18663508,18663516,19
26055,IEEE Transactions on Power Electronics,9.72,2208,Electrical and Electronic Engineering,Quartile1,Top 10%,8858993,,22
17600155041,Nature Geoscience,9.67,1900,General Earth and Planetary Sciences,Quartile1,Top 10%,17520894,17520908,19
17809,Trends in Plant Science,9.62,1110,Plant Science,Quartile1,Top 10%,13601385,,11
22580,Earth-Science Reviews,9.54,1900,General Earth and Planetary Sciences,Quartile1,Top 10%,128252,,19
14365,Trends in Ecology and Evolution,9.53,1105,"Ecology, Evolution, Behavior and Systematics",Quartile1,Top 10%,1695347,,11
14599,Ecology Letters,9.51,1105,"Ecology, Evolution, Behavior and Systematics",Quartile1,Top 10%,1461023X,14610248,11
19400156815,Annual Review of Analytical Chemistry,9.34,1602,Analytical Chemistry,Quartile1,Top 10%,19361327,19361335,16
25297,Journal of Hepatology,9.32,2721,Hepatology,Quartile1,Top 10%,1688278,16000641,27
19700182323,Perspectives on Psychological Science,9.32,3200,General Psychology,Quartile1,Top 10%,17456916,17456924,32
18503,Current Opinion in Cell Biology,9.21,1307,Cell Biology,Quartile1,Top 10%,9550674,,13
144840,PLoS Medicine,9.12,2700,General Medicine,Quartile1,Top 10%,15491277,15491676,27
19700200838,Chemical Science,8.96,1600,General Chemistry,Quartile1,Top 10%,20416520,20416539,16
16860,The Lancet Neurology,8.81,2728,Clinical Neurology,Quartile1,Top 10%,14744422,,27
13564,Educational Psychologist,8.78,3204,Developmental and Educational Psychology,Quartile1,Top 10%,461520,15326985,32
19700171101,ACS applied materials & interfaces,8.69,2500,General Materials Science,Quartile1,Top 10%,19448244,19448252,25
29150,Physical Review Letters,8.64,3100,General Physics and Astronomy,Quartile1,Top 10%,319007,10797114,31
20912,Environmental International,8.58,2300,General Environmental Science,Quartile1,Top 10%,1604120,,23
21121,Proceedings of the National Academy of Sciences of the United States of America,8.58,1000,Multidisciplinary,Quartile1,Top 10%,278424,10916490,10
28980,Journal of Economic Perspectives,8.52,2002,Economics and Econometrics,Quartile1,Top 10%,8953309,,20
64345,Ecological Monographs,8.5,1105,"Ecology, Evolution, Behavior and Systematics",Quartile1,Top 10%,129615,,11
19049,Trends in Genetics,8.34,1311,Genetics,Quartile1,Top 10%,1689525,,13
15163,Applied Mechanics Reviews,8.23,2210,Industrial and Manufacturing Engineering,Quartile1,Top 10%,36900,10888535,22
22990,Journal of Retailing,8.12,1406,Marketing,Quartile1,Top 10%,224359,,14
23183,European Heart Journal,8.07,2705,Cardiology and Cardiovascular Medicine,Quartile1,Top 10%,0195668X,15229645,27
17700156734,Nature Reviews Clinical Oncology,8.04,2730,Oncology,Quartile1,Top 10%,17594774,17594782,27
4700152248,Educational Research Review,7.99,3304,Education,Quartile1,Top 10%,1747938X,,33
15378,Current Opinion in Solid State and Materials Science,7.94,2500,General Materials Science,Quartile1,Top 10%,13590286,,25
12442,Progress in Human Geography,7.84,3305,"Geography, Planning and Development",Quartile1,Top 10%,3091325,14770288,33
23010,Journal of Controlled Release,7.82,3003,Pharmaceutical Science,Quartile1,Top 10%,1683659,,30
17924,Current Opinion in Plant Biology,7.78,1110,Plant Science,Quartile1,Top 10%,13695266,,11
14317,Brain,7.52,2728,Clinical Neurology,Quartile1,Top 10%,68950,14602156,27
130050,Ocular Surface,7.32,2731,Ophthalmology,Quartile1,Top 10%,15420124,,27
23188,European Journal of Heart Failure,7.31,2705,Cardiology and Cardiovascular Medicine,Quartile1,Top 10%,13889842,,27
28978,Journal of Economic Growth,7.27,2002,Economics and Econometrics,Quartile1,Top 10%,13814338,15737020,20
14278,Educational Psychology Review,7.2,3204,Developmental and Educational Psychology,Quartile1,Top 10%,1040726X,1573336X,32
19988,Persoonia: Molecular Phylogeny and Evolution of Fungi,7.2,1105,"Ecology, Evolution, Behavior and Systematics",Quartile1,Top 10%,315850,,11
19370,Journal of the American Society of Nephrology : JASN,7.19,2727,Nephrology,Quartile1,Top 10%,10466673,15333450,27
19700173215,Nanoscale,7.17,2500,General Materials Science,Quartile1,Top 10%,20403364,,25
12074,Bulletin of the American Meteorological Society,7.15,1902,Atmospheric Science,Quartile1,Top 10%,30007,15200477,19
14621,Annual Review of Nuclear and Particle Science,7.11,3106,Nuclear and High Energy Physics,Quartile1,Top 10%,1638998,,31
16929,American Sociological Review,7.06,3312,Sociology and Political Science,Quartile1,Top 10%,31224,,33
19897,European Urology,7.06,2748,Urology,Quartile1,Top 10%,3022838,1421993X,27
13467,Psychological Review,7.05,3200,General Psychology,Quartile1,Top 10%,0033295X,,32
13140,Epidemiologic Reviews,6.95,2713,Epidemiology,Quartile1,Top 10%,0193936X,14786729,27
28371,Hepatology,6.87,2721,Hepatology,Quartile1,Top 10%,2709139,15273350,27
15388,Journal of Applied Psychology,6.86,3202,Applied Psychology,Quartile1,Top 10%,219010,,32
22647,Gondwana Research,6.83,1907,Geology,Quartile1,Top 10%,1342937X,,19
18711,IEEE Transactions on Software Engineering,6.78,1712,Software,Quartile1,Top 10%,985589,,17
17194,Investigative Radiology,6.73,2741,Radiology Nuclear Medicine and imaging,Quartile1,Top 10%,209996,,27
18931,IEEE Transactions on Communications,6.7,2208,Electrical and Electronic Engineering,Quartile1,Top 10%,906778,,22
15111,Progress in Planning,6.68,3305,"Geography, Planning and Development",Quartile1,Top 10%,3059006,,33
21100416121,Nature Plants,6.65,1110,Plant Science,Quartile1,Top 10%,2055026X,,11
21341,California Management Review,6.62,1408,Strategy and Management,Quartile1,Top 10%,81256,,14
19353,Schizophrenia Bulletin,6.6,2738,Psychiatry and Mental health,Quartile1,Top 10%,5867614,,27
24404,Journal of Political Economy,6.56,2002,Economics and Econometrics,Quartile1,Top 10%,223808,1537534X,20
22471,The Lancet Infectious Diseases,6.53,2725,Infectious Diseases,Quartile1,Top 10%,14733099,,27
22401,Journal of the American College of Cardiology,6.43,2705,Cardiology and Cardiovascular Medicine,Quartile1,Top 10%,7351097,,27
23915,Analytical Chemistry,6.38,1602,Analytical Chemistry,Quartile1,Top 10%,32700,15206882,16
19700168304,Journal of Advanced Research,6.37,1000,Multidisciplinary,Quartile1,Top 10%,20901232,,10
20741,Clinical Reviews in Allergy and Immunology,6.35,2723,Immunology and Allergy,Quartile1,Top 10%,10800549,,27
19700186849,International Journal of Ambient Computing and Intelligence,6.35,1712,Software,Quartile1,Top 10%,19416237,19416245,17
19600157019,IEEE Reviews in Biomedical Engineering,6.32,2204,Biomedical Engineering,Quartile1,Top 10%,19373333,,22
18136,Applied Soft Computing Journal,6.27,1712,Software,Quartile1,Top 10%,15684946,,17
17800156710,Nature reviews. Rheumatology,6.26,2745,Rheumatology,Quartile1,Top 10%,17594790,17594804,27
20552,Progress in Cardiovascular Diseases,6.21,2705,Cardiology and Cardiovascular Medicine,Quartile1,Top 10%,330620,15328643,27
18555,Journal of Cell Biology,6.19,1307,Cell Biology,Quartile1,Top 10%,219525,,13
19900191767,American Economic Journal: Applied Economics,6.16,2000,"General Economics, Econometrics and Finance",Quartile1,Top 10%,19457782,19457790,20
12091,Atmospheric Chemistry and Physics,6.13,1902,Atmospheric Science,Quartile1,Top 10%,16807316,16807324,19
19082,Modern Pathology,6.13,2734,Pathology and Forensic Medicine,Quartile1,Top 10%,8933952,15300285,27
20084,British Journal of Pharmacology,6.12,3004,Pharmacology,Quartile1,Top 10%,71188,,30
4700152794,Foundations and Trends in Networking,6.11,1705,Computer Networks and Communications,Quartile1,Top 10%,1554057X,15540588,17
28918,IEEE Transactions on Dependable and Secure Computing,6.09,2208,Electrical and Electronic Engineering,Quartile1,Top 10%,15455971,,22
13468,Psychological Science,6.07,3200,General Psychology,Quartile1,Top 10%,9567976,14679280,32
13477,Current Directions in Psychological Science,6.04,3200,General Psychology,Quartile1,Top 10%,9637214,14678721,32
17664,American Journal of Psychiatry,6.03,2738,Psychiatry and Mental health,Quartile1,Top 10%,0002953X,,27
14434,Cladistics,5.97,1105,"Ecology, Evolution, Behavior and Systematics",Quartile1,Top 10%,7483007,10960031,11
24309,International Journal of Neural Systems,5.95,1705,Computer Networks and Communications,Quartile1,Top 10%,1290657,,17
36753,Critical Reviews in Plant Sciences,5.92,1110,Plant Science,Quartile1,Top 10%,7352689,15497836,11
23644,Supply Chain Management,5.91,1408,Strategy and Management,Quartile1,Top 10%,13598546,,14
17864,Radiology,5.83,2741,Radiology Nuclear Medicine and imaging,Quartile1,Top 10%,338419,15271315,27
29864,La Rivista del Nuovo Cimento,5.83,3100,General Physics and Astronomy,Quartile1,Top 10%,0393697X,,31
22792,Industrial Marketing Management,5.79,1406,Marketing,Quartile1,Top 10%,198501,,14
27165,Journal of Economic Literature,5.79,2002,Economics and Econometrics,Quartile1,Top 10%,220515,23288175,20
18650,Empirical Software Engineering,5.61,1712,Software,Quartile1,Top 10%,13823256,15737616,17
20276,Ecography,5.61,1105,"Ecology, Evolution, Behavior and Systematics",Quartile1,Top 10%,9067590,,11
15991,Journal of Pathology,5.59,2734,Pathology and Forensic Medicine,Quartile1,Top 10%,223417,10969896,27
9500154109,Journal of Crohn's and Colitis,5.55,2715,Gastroenterology,Quartile1,Top 10%,18739946,,27
28552,International Small Business Journal,5.48,1403,Business and International Management,Quartile1,Top 10%,2662426,,14
22697,American Economic Review,5.46,2002,Economics and Econometrics,Quartile1,Top 10%,28282,,20
19700200701,Annual Review of Economics,5.44,2002,Economics and Econometrics,Quartile1,Top 10%,19411383,,20
18300156710,European Review of Social Psychology,5.4,3207,Social Psychology,Quartile1,Top 10%,10463283,,32
16676,European Journal of Nuclear Medicine and Molecular Imaging,5.36,2741,Radiology Nuclear Medicine and imaging,Quartile1,Top 10%,16197070,16197089,27
144861,Journal of Industrial and Engineering Chemistry,5.36,1500,General Chemical Engineering,Quartile1,Top 10%,1226086X,,15
18002,Functional Ecology,5.35,1105,"Ecology, Evolution, Behavior and Systematics",Quartile1,Top 10%,2698463,13652435,11
20550,Journal of Business Research,5.32,1406,Marketing,Quartile1,Top 10%,1482963,,14
26656,Journal of Internal Medicine,5.32,2724,Internal Medicine,Quartile1,Top 10%,9546820,13652796,27
13213,European Journal of Epidemiology,5.31,2713,Epidemiology,Quartile1,Top 10%,3932990,15737284,27
13444,Journal of the Meteorological Society of Japan,5.31,1902,Atmospheric Science,Quartile1,Top 10%,261165,,19
13550,Journal of Climate,5.28,1902,Atmospheric Science,Quartile1,Top 10%,8948755,15200442,19
24661,Critical Reviews in Toxicology,5.28,3005,Toxicology,Quartile1,Top 10%,10408444,15476898,30
5800194481,Educational Researcher,5.28,3304,Education,Quartile1,Top 10%,0013189X,,33
14750,International Journal of Epidemiology,5.27,2713,Epidemiology,Quartile1,Top 10%,3005771,,27
16352,International Journal of Rock Mechanics and Minings Sciences,5.27,1909,Geotechnical Engineering and Engineering Geology,Quartile1,Top 10%,13651609,,19
21169,Pharmacological Research,5.27,3004,Pharmacology,Quartile1,Top 10%,10436618,10961186,30
23741,Hypertension,5.22,2724,Internal Medicine,Quartile1,Top 10%,0194911X,,27
19482,Econometrica,5.18,2002,Economics and Econometrics,Quartile1,Top 10%,129682,14680262,20
16926,American Journal of Sociology,5.17,3312,Sociology and Political Science,Quartile1,Top 10%,29602,15375390,33
84948,Expert Opinion on Drug Delivery,5.13,3003,Pharmaceutical Science,Quartile1,Top 10%,17425247,,30
17700156509,Nature Reviews Cardiology,5.11,2705,Cardiology and Cardiovascular Medicine,Quartile1,Top 10%,17595002,17595010,27
17230,Journal of Nuclear Medicine,5.06,2741,Radiology Nuclear Medicine and imaging,Quartile1,Top 10%,1615505,,27
20996,British Journal of Surgery,5.06,2746,Surgery,Quartile1,Top 10%,71323,13652168,27
25684,Journal of Dental Research,5.04,3500,General Dentistry,Quartile1,Top 10%,220345,,35
29914,Critical Care,5.02,2706,Critical Care and Intensive Care Medicine,Quartile1,Top 10%,13648535,1466609X,27
15756,Pediatrics,5,2735,"Pediatrics, Perinatology, and Child Health",Quartile1,Top 10%,314005,,27
25697,Journal of Pest Science,4.97,1102,Agronomy and Crop Science,Quartile1,Top 10%,16124758,16124766,11
21100203121,Clinical and Translational Gastroenterology,4.97,2715,Gastroenterology,Quartile1,Top 10%,2155384X,,27
14265,Reviews in Chemical Engineering,4.96,1500,General Chemical Engineering,Quartile1,Top 10%,1678299,21910235,15
19700201154,Therapeutic Advances in Chronic Disease,4.95,2701,Medicine (miscellaneous),Quartile1,Top 10%,20406223,20406231,27
144742,International Journal of Contemporary Hospitality Management,4.92,1409,"Tourism, Leisure and Hospitality Management",Quartile1,Top 10%,9596119,,14
17700156202,Nature Reviews Nephrology,4.92,2727,Nephrology,Quartile1,Top 10%,17595061,1759507X,27
20485,Annals of Surgery,4.91,2746,Surgery,Quartile1,Top 10%,34932,15281140,27
21239,Drugs,4.91,2736,Pharmacology (medical),Quartile1,Top 10%,126667,,27
50089,Journal of Hydrology,4.9,2312,Water Science and Technology,Quartile1,Top 10%,221694,,23
86430,Remote Sensing,4.89,1900,General Earth and Planetary Sciences,Quartile1,Top 10%,20724292,,19
19700183014,Egyptian Journal of Remote Sensing and Space Science,4.89,1900,General Earth and Planetary Sciences,Quartile1,Top 10%,11109823,,19
21100377744,International Journal of Lean Six Sigma,4.89,1803,Management Science and Operations Research,Quartile1,Top 10%,20404174,,18
19700186873,Foundations and Trends in Databases,4.83,1700,General Computer Science,Quartile1,Top 10%,19317883,,17
18458,European Respiratory Journal,4.82,2740,Pulmonary and Respiratory Medicine,Quartile1,Top 10%,9031936,13993003,27
19900191885,American Economic Journal: Macroeconomics,4.81,2000,"General Economics, Econometrics and Finance",Quartile1,Top 10%,19457707,19457715,20
28520,Journal of High Energy Physics,4.79,3106,Nuclear and High Energy Physics,Quartile1,Top 10%,11266708,10298479,31
18854,Water Resources Research,4.73,2312,Water Science and Technology,Quartile1,Top 10%,431397,,23
25295,Journal of Gastroenterology,4.73,2715,Gastroenterology,Quartile1,Top 10%,9441174,,27
17900156719,International Review of Sport and Exercise Psychology,4.71,3202,Applied Psychology,Quartile1,Top 10%,1750984X,17509858,32
24202,Review of Economic Studies,4.7,2002,Economics and Econometrics,Quartile1,Top 10%,346527,1467937X,20
26959,Geology,4.66,1907,Geology,Quartile1,Top 10%,917613,,19
19104,Thorax,4.63,2740,Pulmonary and Respiratory Medicine,Quartile1,Top 10%,406376,14683296,27
19900191884,American Economic Journal: Economic Policy,4.63,2000,"General Economics, Econometrics and Finance",Quartile1,Top 10%,19457731,1945774X,20
23648,Health Technology Assessment,4.61,2719,Health Policy,Quartile1,Top 10%,13665278,,27
15011,Current Psychiatry Reports,4.59,2738,Psychiatry and Mental health,Quartile1,Top 10%,15233812,15351645,27
23271,International Journal of Life Cycle Assessment,4.58,2300,General Environmental Science,Quartile1,Top 10%,9483349,,23
25870,Geochimica et Cosmochimica Acta,4.58,1906,Geochemistry and Petrology,Quartile1,Top 10%,167037,0046564X,19
32791,Industrial Crops and Products,4.58,1102,Agronomy and Crop Science,Quartile1,Top 10%,9266690,,11
19700188360,Pharmaceutics,4.58,3003,Pharmaceutical Science,Quartile1,Top 10%,19994923,,30
25896,Journal of Organic Chemistry,4.57,1605,Organic Chemistry,Quartile1,Top 10%,223263,15206904,16
144790,Marine Drugs,4.57,3002,Drug Discovery,Quartile1,Top 10%,16603397,,30
21466,International Journal of Hygiene and Environmental Health,4.56,2739,"Public Health, Environmental and Occupational Health",Quartile1,Top 10%,14384639,,27
30022,Journal of Personality,4.56,3207,Social Psychology,Quartile1,Top 10%,223506,14676494,32
6800153101,Expert Opinion on Drug Discovery,4.56,3002,Drug Discovery,Quartile1,Top 10%,17460441,1746045X,30
39112,Geoderma,4.55,1111,Soil Science,Quartile1,Top 10%,167061,,11
14356,Environment and Behavior,4.54,2300,General Environmental Science,Quartile1,Top 10%,139165,,23
13312,Journal of Urban Technology,4.53,3322,Urban Studies,Quartile1,Top 10%,10630732,14661853,33
29425,Harvard Educational Review,4.53,3304,Education,Quartile1,Top 10%,178055,,33
145210,Landslides,4.53,1909,Geotechnical Engineering and Engineering Geology,Quartile1,Top 10%,1612510X,16125118,19
20385,Journal of Research in Crime and Delinquency,4.49,3207,Social Psychology,Quartile1,Top 10%,224278,,32
19992,Kidney International,4.48,2727,Nephrology,Quartile1,Top 10%,852538,15231755,27
13930,Journal of Planning Literature,4.47,3305,"Geography, Planning and Development",Quartile1,Top 10%,8854122,,33
19600166327,Food Engineering Reviews,4.47,2209,Industrial and Manufacturing Engineering,Quartile1,Top 10%,18667910,18667929,22
21100313905,Frontiers in Plant Science,4.47,1110,Plant Science,Quartile1,Top 10%,1664462X,,11
29539,Journal of Hydrometeorology,4.45,1902,Atmospheric Science,Quartile1,Top 10%,1525755X,15257541,19
15422,Work and Stress,4.44,3202,Applied Psychology,Quartile1,Top 10%,2678373,14645335,32
19900192023,Earth System Dynamics,4.44,1900,General Earth and Planetary Sciences,Quartile1,Top 10%,21904979,21904987,19
14254,Autism,4.42,3204,Developmental and Educational Psychology,Quartile1,Top 10%,13623613,,32
19700180533,International journal of oral science,4.41,3500,General Dentistry,Quartile1,Top 10%,16742818,,35
22454,International Journal of Pharmaceutics,4.35,3003,Pharmaceutical Science,Quartile1,Top 10%,3785173,,30
13354,Journal of Teacher Education,4.34,3304,Education,Quartile1,Top 10%,224871,,33
13447,Comparative Political Studies,4.33,3312,Sociology and Political Science,Quartile1,Top 10%,104140,,33
13760,Habitat International,4.33,3322,Urban Studies,Quartile1,Top 10%,1973975,,33
19726,Educational Evaluation and Policy Analysis,4.32,3304,Education,Quartile1,Top 10%,1623737,,33
28137,International Journal of Nursing Studies,4.32,2900,General Nursing,Quartile1,Top 10%,207489,,29
18476,European Respiratory Review,4.31,2740,Pulmonary and Respiratory Medicine,Quartile1,Top 10%,9059180,16000617,27
23621,Journal of Research in Science Teaching,4.31,3304,Education,Quartile1,Top 10%,224308,10982736,33
13768,BioScience,4.3,1100,General Agricultural and Biological Sciences,Quartile1,Top 10%,63568,,11
13907,AEJ - Alexandria Engineering Journal,4.29,2200,General Engineering,Quartile1,Top 10%,11100168,,22
130146,Journal of Experimental Criminology,4.26,3308,Law,Quartile1,Top 10%,15733750,,33
25155,Catena,4.25,1904,Earth-Surface Processes,Quartile1,Top 10%,3418162,,19
16711,Annals of Botany,4.24,1110,Plant Science,Quartile1,Top 10%,3057364,10958290,11
19700182749,Geoscience Frontiers,4.24,1900,General Earth and Planetary Sciences,Quartile1,Top 10%,16749871,,19
26499,Bulletin of the Geological Society of America,4.23,1907,Geology,Quartile1,Top 10%,167606,,19
30078,American Journal of Obstetrics and Gynecology,4.22,2729,Obstetrics and Gynaecology,Quartile1,Top 10%,29378,10976868,27
4700152724,Metacognition and Learning,4.21,3304,Education,Quartile1,Top 10%,15561623,15561631,33
14994,Current Opinion in Psychiatry,4.2,2738,Psychiatry and Mental health,Quartile1,Top 10%,9517367,,27
26574,Annals of Internal Medicine,4.2,2724,Internal Medicine,Quartile1,Top 10%,34819,15393704,27
14639,Ophthalmology,4.19,2731,Ophthalmology,Quartile1,Top 10%,1616420,15494713,27
14719,Intensive Care Medicine,4.19,2706,Critical Care and Intensive Care Medicine,Quartile1,Top 10%,3424642,,27
7500153126,Journal of the European Economic Association,4.19,2000,"General Economics, Econometrics and Finance",Quartile1,Top 10%,15424766,15424774,20
23180,Food Research International,4.18,1106,Food Science,Quartile1,Top 10%,9639969,,11
19800188032,MIS Quarterly Executive,4.18,2002,Economics and Econometrics,Quartile1,Top 10%,15401960,15401979,20
20744,LWT - Food Science and Technology,4.17,1106,Food Science,Quartile1,Top 10%,236438,10961127,11
144827,GPS Solutions,4.15,1900,General Earth and Planetary Sciences,Quartile1,Top 10%,10805370,,19
29432,American Educational Research Journal,4.14,3304,Education,Quartile1,Top 10%,28312,,33
20586,Journal of Food Engineering,4.12,1106,Food Science,Quartile1,Top 10%,2608774,,11
19877,Journal of Democracy,4.11,3312,Sociology and Political Science,Quartile1,Top 10%,10455736,10863214,33
25810,Cellulose,4.11,2507,Polymers and Plastics,Quartile1,Top 10%,9690239,,25
25686,Journal of Dentistry,4.1,3500,General Dentistry,Quartile1,Top 10%,3005712,1879176X,35
23988,British Journal of Educational Technology,4.07,3304,Education,Quartile1,Top 10%,71013,14678535,33
25954,Haematologica,4.07,2720,Hematology,Quartile1,Top 10%,3906078,15928721,27
29492,American Psychologist,4.06,3200,General Psychology,Quartile1,Top 10%,0003066X,,32
16484,Palliative Medicine,4.03,2703,Anesthesiology and Pain Medicine,Quartile1,Top 10%,2692163,1477030X,27
16794,BMC Plant Biology,4.03,1110,Plant Science,Quartile1,Top 10%,14712229,,11
18437,European Journal of Political Research,4,3312,Sociology and Political Science,Quartile1,Top 10%,3044130,14756765,33
19627,Advances in Water Resources,4,2312,Water Science and Technology,Quartile1,Top 10%,3091708,,23
25691,West European Politics,3.99,3320,Political Science and International Relations,Quartile1,Top 10%,1402382,,33
